SchoolName,Religion,Level,YearTerm,Total
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,อื่นๆ,P1,2565/1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,อื่นๆ,P2,2565/1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,อื่นๆ,P3,2565/1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,อื่นๆ,P4,2565/1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,อื่นๆ,P5,2565/1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,อื่นๆ,P6,2565/1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,อื่นๆ,M2,2565/1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,อื่นๆ,M3,2565/1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,อื่นๆ,M4,2565/1,0
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,อื่นๆ,M5,2565/1,1
โรงเรียนธรรมศาสตร์คลองหลวงวิทยาคม,อื่นๆ,M6,2565/1,0
โรงเรียนบัวแก้วเกษร,คริสต์,P1,2565/1,0
โรงเรียนบัวแก้วเกษร,คริสต์,P2,2565/1,0
โรงเรียนบัวแก้วเกษร,คริสต์,P3,2565/1,0
โรงเรียนบัวแก้วเกษร,คริสต์,P4,2565/1,0
โรงเรียนบัวแก้วเกษร,คริสต์,P5,2565/1,0
โรงเรียนบัวแก้วเกษร,คริสต์,P6,2565/1,0
โรงเรียนบัวแก้วเกษร,คริสต์,M2,2565/1,0
โรงเรียนบัวแก้วเกษร,คริสต์,M3,2565/1,0
โรงเรียนบัวแก้วเกษร,คริสต์,M4,2565/1,0
โรงเรียนบัวแก้วเกษร,คริสต์,M5,2565/1,0
โรงเรียนบัวแก้วเกษร,คริสต์,M6,2565/1,1
โรงเรียนบัวแก้วเกษร,พุทธ,P1,2565/1,0
โรงเรียนบัวแก้วเกษร,พุทธ,P2,2565/1,0
โรงเรียนบัวแก้วเกษร,พุทธ,P3,2565/1,0
โรงเรียนบัวแก้วเกษร,พุทธ,P4,2565/1,0
โรงเรียนบัวแก้วเกษร,พุทธ,P5,2565/1,0
โรงเรียนบัวแก้วเกษร,พุทธ,P6,2565/1,0
โรงเรียนบัวแก้วเกษร,พุทธ,M2,2565/1,228
โรงเรียนบัวแก้วเกษร,พุทธ,M3,2565/1,218
โรงเรียนบัวแก้วเกษร,พุทธ,M4,2565/1,159
โรงเรียนบัวแก้วเกษร,พุทธ,M5,2565/1,117
โรงเรียนบัวแก้วเกษร,พุทธ,M6,2565/1,95
โรงเรียนบัวแก้วเกษร,อิสลาม,P1,2565/1,0
โรงเรียนบัวแก้วเกษร,อิสลาม,P2,2565/1,0
โรงเรียนบัวแก้วเกษร,อิสลาม,P3,2565/1,0
โรงเรียนบัวแก้วเกษร,อิสลาม,P4,2565/1,0
โรงเรียนบัวแก้วเกษร,อิสลาม,P5,2565/1,0
โรงเรียนบัวแก้วเกษร,อิสลาม,P6,2565/1,0
โรงเรียนบัวแก้วเกษร,อิสลาม,M2,2565/1,4
โรงเรียนบัวแก้วเกษร,อิสลาม,M3,2565/1,3
โรงเรียนบัวแก้วเกษร,อิสลาม,M4,2565/1,0
โรงเรียนบัวแก้วเกษร,อิสลาม,M5,2565/1,0
โรงเรียนบัวแก้วเกษร,อิสลาม,M6,2565/1,4
โรงเรียนวรราชาทินัดดามาตุวิทยา,คริสต์,P1,2565/1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,คริสต์,P2,2565/1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,คริสต์,P3,2565/1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,คริสต์,P4,2565/1,1
โรงเรียนวรราชาทินัดดามาตุวิทยา,คริสต์,P5,2565/1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,คริสต์,P6,2565/1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,คริสต์,M2,2565/1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,คริสต์,M3,2565/1,2
โรงเรียนวรราชาทินัดดามาตุวิทยา,คริสต์,M4,2565/1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,คริสต์,M5,2565/1,1
โรงเรียนวรราชาทินัดดามาตุวิทยา,คริสต์,M6,2565/1,1
โรงเรียนวรราชาทินัดดามาตุวิทยา,พุทธ,P1,2565/1,56
โรงเรียนวรราชาทินัดดามาตุวิทยา,พุทธ,P2,2565/1,74
โรงเรียนวรราชาทินัดดามาตุวิทยา,พุทธ,P3,2565/1,104
โรงเรียนวรราชาทินัดดามาตุวิทยา,พุทธ,P4,2565/1,92
โรงเรียนวรราชาทินัดดามาตุวิทยา,พุทธ,P5,2565/1,84
โรงเรียนวรราชาทินัดดามาตุวิทยา,พุทธ,P6,2565/1,73
โรงเรียนวรราชาทินัดดามาตุวิทยา,พุทธ,M2,2565/1,325
โรงเรียนวรราชาทินัดดามาตุวิทยา,พุทธ,M3,2565/1,330
โรงเรียนวรราชาทินัดดามาตุวิทยา,พุทธ,M4,2565/1,230
โรงเรียนวรราชาทินัดดามาตุวิทยา,พุทธ,M5,2565/1,207
โรงเรียนวรราชาทินัดดามาตุวิทยา,พุทธ,M6,2565/1,191
โรงเรียนวรราชาทินัดดามาตุวิทยา,อิสลาม,P1,2565/1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,อิสลาม,P2,2565/1,1
โรงเรียนวรราชาทินัดดามาตุวิทยา,อิสลาม,P3,2565/1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,อิสลาม,P4,2565/1,1
โรงเรียนวรราชาทินัดดามาตุวิทยา,อิสลาม,P5,2565/1,1
โรงเรียนวรราชาทินัดดามาตุวิทยา,อิสลาม,P6,2565/1,0
โรงเรียนวรราชาทินัดดามาตุวิทยา,อิสลาม,M2,2565/1,7
โรงเรียนวรราชาทินัดดามาตุวิทยา,อิสลาม,M3,2565/1,9
โรงเรียนวรราชาทินัดดามาตุวิทยา,อิสลาม,M4,2565/1,3
โรงเรียนวรราชาทินัดดามาตุวิทยา,อิสลาม,M5,2565/1,4
โรงเรียนวรราชาทินัดดามาตุวิทยา,อิสลาม,M6,2565/1,4
โรงเรียนสุนทโรเมตตาประชาสรรค์,พุทธ,P1,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,พุทธ,P2,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,พุทธ,P3,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,พุทธ,P4,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,พุทธ,P5,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,พุทธ,P6,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,พุทธ,M2,2565/1,23
โรงเรียนสุนทโรเมตตาประชาสรรค์,พุทธ,M3,2565/1,24
โรงเรียนสุนทโรเมตตาประชาสรรค์,พุทธ,M4,2565/1,14
โรงเรียนสุนทโรเมตตาประชาสรรค์,พุทธ,M5,2565/1,9
โรงเรียนสุนทโรเมตตาประชาสรรค์,พุทธ,M6,2565/1,16
โรงเรียนสุนทโรเมตตาประชาสรรค์,อิสลาม,P1,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,อิสลาม,P2,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,อิสลาม,P3,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,อิสลาม,P4,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,อิสลาม,P5,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,อิสลาม,P6,2565/1,0
โรงเรียนสุนทโรเมตตาประชาสรรค์,อิสลาม,M2,2565/1,7
โรงเรียนสุนทโรเมตตาประชาสรรค์,อิสลาม,M3,2565/1,5
โรงเรียนสุนทโรเมตตาประชาสรรค์,อิสลาม,M4,2565/1,7
โรงเรียนสุนทโรเมตตาประชาสรรค์,อิสลาม,M5,2565/1,6
โรงเรียนสุนทโรเมตตาประชาสรรค์,อิสลาม,M6,2565/1,6
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,คริสต์,P1,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,คริสต์,P2,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,คริสต์,P3,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,คริสต์,P4,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,คริสต์,P5,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,คริสต์,P6,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,คริสต์,M2,2565/1,3
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,คริสต์,M3,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,คริสต์,M4,2565/1,2
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,คริสต์,M5,2565/1,2
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,คริสต์,M6,2565/1,1
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,พุทธ,P1,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,พุทธ,P2,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,พุทธ,P3,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,พุทธ,P4,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,พุทธ,P5,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,พุทธ,P6,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,พุทธ,M2,2565/1,92
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,พุทธ,M3,2565/1,96
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,พุทธ,M4,2565/1,137
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,พุทธ,M5,2565/1,136
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,พุทธ,M6,2565/1,141
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,อิสลาม,P1,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,อิสลาม,P2,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,อิสลาม,P3,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,อิสลาม,P4,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,อิสลาม,P5,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,อิสลาม,P6,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,อิสลาม,M2,2565/1,1
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,อิสลาม,M3,2565/1,0
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,อิสลาม,M4,2565/1,6
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,อิสลาม,M5,2565/1,3
โรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัย ปทุมธานี,อิสลาม,M6,2565/1,1
โรงเรียนชัยสิทธาวาส ,พุทธ,P1,2565/1,0
โรงเรียนชัยสิทธาวาส ,พุทธ,P2,2565/1,0
โรงเรียนชัยสิทธาวาส ,พุทธ,P3,2565/1,0
โรงเรียนชัยสิทธาวาส ,พุทธ,P4,2565/1,0
โรงเรียนชัยสิทธาวาส ,พุทธ,P5,2565/1,0
โรงเรียนชัยสิทธาวาส ,พุทธ,P6,2565/1,0
โรงเรียนชัยสิทธาวาส ,พุทธ,M2,2565/1,71
โรงเรียนชัยสิทธาวาส ,พุทธ,M3,2565/1,48
โรงเรียนชัยสิทธาวาส ,พุทธ,M4,2565/1,46
โรงเรียนชัยสิทธาวาส ,พุทธ,M5,2565/1,25
โรงเรียนชัยสิทธาวาส ,พุทธ,M6,2565/1,29
โรงเรียนชัยสิทธาวาส ,อิสลาม,P1,2565/1,0
โรงเรียนชัยสิทธาวาส ,อิสลาม,P2,2565/1,0
โรงเรียนชัยสิทธาวาส ,อิสลาม,P3,2565/1,0
โรงเรียนชัยสิทธาวาส ,อิสลาม,P4,2565/1,0
โรงเรียนชัยสิทธาวาส ,อิสลาม,P5,2565/1,0
โรงเรียนชัยสิทธาวาส ,อิสลาม,P6,2565/1,0
โรงเรียนชัยสิทธาวาส ,อิสลาม,M2,2565/1,0
โรงเรียนชัยสิทธาวาส ,อิสลาม,M3,2565/1,2
โรงเรียนชัยสิทธาวาส ,อิสลาม,M4,2565/1,0
โรงเรียนชัยสิทธาวาส ,อิสลาม,M5,2565/1,0
โรงเรียนชัยสิทธาวาส ,อิสลาม,M6,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,คริสต์,P1,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,คริสต์,P2,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,คริสต์,P3,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,คริสต์,P4,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,คริสต์,P5,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,คริสต์,P6,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,คริสต์,M2,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,คริสต์,M3,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,คริสต์,M4,2565/1,1
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,คริสต์,M5,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,คริสต์,M6,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,พุทธ,P1,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,พุทธ,P2,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,พุทธ,P3,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,พุทธ,P4,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,พุทธ,P5,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,พุทธ,P6,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,พุทธ,M2,2565/1,195
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,พุทธ,M3,2565/1,133
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,พุทธ,M4,2565/1,257
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,พุทธ,M5,2565/1,243
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,พุทธ,M6,2565/1,181
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,อิสลาม,P1,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,อิสลาม,P2,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,อิสลาม,P3,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,อิสลาม,P4,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,อิสลาม,P5,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,อิสลาม,P6,2565/1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,อิสลาม,M2,2565/1,4
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,อิสลาม,M3,2565/1,3
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,อิสลาม,M4,2565/1,2
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,อิสลาม,M5,2565/1,1
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,อิสลาม,M6,2565/1,6
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,พุทธ,P1,2565/1,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,พุทธ,P2,2565/1,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,พุทธ,P3,2565/1,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,พุทธ,P4,2565/1,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,พุทธ,P5,2565/1,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,พุทธ,P6,2565/1,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,พุทธ,M2,2565/1,44
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,พุทธ,M3,2565/1,44
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,พุทธ,M4,2565/1,42
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,พุทธ,M5,2565/1,39
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,พุทธ,M6,2565/1,44
โรงเรียนธัญรัตน์,คริสต์,P1,2565/1,0
โรงเรียนธัญรัตน์,คริสต์,P2,2565/1,0
โรงเรียนธัญรัตน์,คริสต์,P3,2565/1,0
โรงเรียนธัญรัตน์,คริสต์,P4,2565/1,0
โรงเรียนธัญรัตน์,คริสต์,P5,2565/1,0
โรงเรียนธัญรัตน์,คริสต์,P6,2565/1,0
โรงเรียนธัญรัตน์,คริสต์,M2,2565/1,0
โรงเรียนธัญรัตน์,คริสต์,M3,2565/1,1
โรงเรียนธัญรัตน์,คริสต์,M4,2565/1,0
โรงเรียนธัญรัตน์,คริสต์,M5,2565/1,0
โรงเรียนธัญรัตน์,คริสต์,M6,2565/1,1
โรงเรียนธัญรัตน์,พุทธ,P1,2565/1,0
โรงเรียนธัญรัตน์,พุทธ,P2,2565/1,0
โรงเรียนธัญรัตน์,พุทธ,P3,2565/1,0
โรงเรียนธัญรัตน์,พุทธ,P4,2565/1,0
โรงเรียนธัญรัตน์,พุทธ,P5,2565/1,0
โรงเรียนธัญรัตน์,พุทธ,P6,2565/1,0
โรงเรียนธัญรัตน์,พุทธ,M2,2565/1,542
โรงเรียนธัญรัตน์,พุทธ,M3,2565/1,638
โรงเรียนธัญรัตน์,พุทธ,M4,2565/1,554
โรงเรียนธัญรัตน์,พุทธ,M5,2565/1,536
โรงเรียนธัญรัตน์,พุทธ,M6,2565/1,526
โรงเรียนธัญรัตน์,อิสลาม,P1,2565/1,0
โรงเรียนธัญรัตน์,อิสลาม,P2,2565/1,0
โรงเรียนธัญรัตน์,อิสลาม,P3,2565/1,0
โรงเรียนธัญรัตน์,อิสลาม,P4,2565/1,0
โรงเรียนธัญรัตน์,อิสลาม,P5,2565/1,0
โรงเรียนธัญรัตน์,อิสลาม,P6,2565/1,0
โรงเรียนธัญรัตน์,อิสลาม,M2,2565/1,2
โรงเรียนธัญรัตน์,อิสลาม,M3,2565/1,6
โรงเรียนธัญรัตน์,อิสลาม,M4,2565/1,9
โรงเรียนธัญรัตน์,อิสลาม,M5,2565/1,1
โรงเรียนธัญรัตน์,อิสลาม,M6,2565/1,4
โรงเรียนธัญรัตน์,อื่นๆ,P1,2565/1,0
โรงเรียนธัญรัตน์,อื่นๆ,P2,2565/1,0
โรงเรียนธัญรัตน์,อื่นๆ,P3,2565/1,0
โรงเรียนธัญรัตน์,อื่นๆ,P4,2565/1,0
โรงเรียนธัญรัตน์,อื่นๆ,P5,2565/1,0
โรงเรียนธัญรัตน์,อื่นๆ,P6,2565/1,0
โรงเรียนธัญรัตน์,อื่นๆ,M2,2565/1,37
โรงเรียนธัญรัตน์,อื่นๆ,M3,2565/1,0
โรงเรียนธัญรัตน์,อื่นๆ,M4,2565/1,0
โรงเรียนธัญรัตน์,อื่นๆ,M5,2565/1,0
โรงเรียนธัญรัตน์,อื่นๆ,M6,2565/1,0
โรงเรียนสายปัญญารังสิต,คริสต์,P1,2565/1,0
โรงเรียนสายปัญญารังสิต,คริสต์,P2,2565/1,0
โรงเรียนสายปัญญารังสิต,คริสต์,P3,2565/1,0
โรงเรียนสายปัญญารังสิต,คริสต์,P4,2565/1,0
โรงเรียนสายปัญญารังสิต,คริสต์,P5,2565/1,0
โรงเรียนสายปัญญารังสิต,คริสต์,P6,2565/1,0
โรงเรียนสายปัญญารังสิต,คริสต์,M2,2565/1,4
โรงเรียนสายปัญญารังสิต,คริสต์,M3,2565/1,4
โรงเรียนสายปัญญารังสิต,คริสต์,M4,2565/1,8
โรงเรียนสายปัญญารังสิต,คริสต์,M5,2565/1,2
โรงเรียนสายปัญญารังสิต,คริสต์,M6,2565/1,1
โรงเรียนสายปัญญารังสิต,พราหมณ์/ฮินดู,P1,2565/1,0
โรงเรียนสายปัญญารังสิต,พราหมณ์/ฮินดู,P2,2565/1,0
โรงเรียนสายปัญญารังสิต,พราหมณ์/ฮินดู,P3,2565/1,0
โรงเรียนสายปัญญารังสิต,พราหมณ์/ฮินดู,P4,2565/1,0
โรงเรียนสายปัญญารังสิต,พราหมณ์/ฮินดู,P5,2565/1,0
โรงเรียนสายปัญญารังสิต,พราหมณ์/ฮินดู,P6,2565/1,0
โรงเรียนสายปัญญารังสิต,พราหมณ์/ฮินดู,M2,2565/1,0
โรงเรียนสายปัญญารังสิต,พราหมณ์/ฮินดู,M3,2565/1,0
โรงเรียนสายปัญญารังสิต,พราหมณ์/ฮินดู,M4,2565/1,1
โรงเรียนสายปัญญารังสิต,พราหมณ์/ฮินดู,M5,2565/1,0
โรงเรียนสายปัญญารังสิต,พราหมณ์/ฮินดู,M6,2565/1,0
โรงเรียนสายปัญญารังสิต,พุทธ,P1,2565/1,0
โรงเรียนสายปัญญารังสิต,พุทธ,P2,2565/1,0
โรงเรียนสายปัญญารังสิต,พุทธ,P3,2565/1,0
โรงเรียนสายปัญญารังสิต,พุทธ,P4,2565/1,0
โรงเรียนสายปัญญารังสิต,พุทธ,P5,2565/1,0
