SchoolName,Religion,Level,YearTerm,Total
โรงเรียนสายปัญญารังสิต,พุทธ,P6,2565/1,0
โรงเรียนสายปัญญารังสิต,พุทธ,M2,2565/1,383
โรงเรียนสายปัญญารังสิต,พุทธ,M3,2565/1,382
โรงเรียนสายปัญญารังสิต,พุทธ,M4,2565/1,288
โรงเรียนสายปัญญารังสิต,พุทธ,M5,2565/1,302
โรงเรียนสายปัญญารังสิต,พุทธ,M6,2565/1,312
โรงเรียนสายปัญญารังสิต,อิสลาม,P1,2565/1,0
โรงเรียนสายปัญญารังสิต,อิสลาม,P2,2565/1,0
โรงเรียนสายปัญญารังสิต,อิสลาม,P3,2565/1,0
โรงเรียนสายปัญญารังสิต,อิสลาม,P4,2565/1,0
โรงเรียนสายปัญญารังสิต,อิสลาม,P5,2565/1,0
โรงเรียนสายปัญญารังสิต,อิสลาม,P6,2565/1,0
โรงเรียนสายปัญญารังสิต,อิสลาม,M2,2565/1,3
โรงเรียนสายปัญญารังสิต,อิสลาม,M3,2565/1,2
โรงเรียนสายปัญญารังสิต,อิสลาม,M4,2565/1,5
โรงเรียนสายปัญญารังสิต,อิสลาม,M5,2565/1,5
โรงเรียนสายปัญญารังสิต,อิสลาม,M6,2565/1,2
โรงเรียนสายปัญญารังสิต,อื่นๆ,P1,2565/1,0
โรงเรียนสายปัญญารังสิต,อื่นๆ,P2,2565/1,0
โรงเรียนสายปัญญารังสิต,อื่นๆ,P3,2565/1,0
โรงเรียนสายปัญญารังสิต,อื่นๆ,P4,2565/1,0
โรงเรียนสายปัญญารังสิต,อื่นๆ,P5,2565/1,0
โรงเรียนสายปัญญารังสิต,อื่นๆ,P6,2565/1,0
โรงเรียนสายปัญญารังสิต,อื่นๆ,M2,2565/1,0
โรงเรียนสายปัญญารังสิต,อื่นๆ,M3,2565/1,3
โรงเรียนสายปัญญารังสิต,อื่นๆ,M4,2565/1,1
โรงเรียนสายปัญญารังสิต,อื่นๆ,M5,2565/1,0
โรงเรียนสายปัญญารังสิต,อื่นๆ,M6,2565/1,0
โรงเรียนธัญบุรี,คริสต์,P1,2565/1,0
โรงเรียนธัญบุรี,คริสต์,P2,2565/1,0
โรงเรียนธัญบุรี,คริสต์,P3,2565/1,0
โรงเรียนธัญบุรี,คริสต์,P4,2565/1,0
โรงเรียนธัญบุรี,คริสต์,P5,2565/1,0
โรงเรียนธัญบุรี,คริสต์,P6,2565/1,0
โรงเรียนธัญบุรี,คริสต์,M2,2565/1,5
โรงเรียนธัญบุรี,คริสต์,M3,2565/1,2
โรงเรียนธัญบุรี,คริสต์,M4,2565/1,3
โรงเรียนธัญบุรี,คริสต์,M5,2565/1,4
โรงเรียนธัญบุรี,คริสต์,M6,2565/1,2
โรงเรียนธัญบุรี,พุทธ,P1,2565/1,0
โรงเรียนธัญบุรี,พุทธ,P2,2565/1,0
โรงเรียนธัญบุรี,พุทธ,P3,2565/1,0
โรงเรียนธัญบุรี,พุทธ,P4,2565/1,0
โรงเรียนธัญบุรี,พุทธ,P5,2565/1,0
โรงเรียนธัญบุรี,พุทธ,P6,2565/1,0
โรงเรียนธัญบุรี,พุทธ,M2,2565/1,456
โรงเรียนธัญบุรี,พุทธ,M3,2565/1,476
โรงเรียนธัญบุรี,พุทธ,M4,2565/1,552
โรงเรียนธัญบุรี,พุทธ,M5,2565/1,445
โรงเรียนธัญบุรี,พุทธ,M6,2565/1,435
โรงเรียนธัญบุรี,อิสลาม,P1,2565/1,0
โรงเรียนธัญบุรี,อิสลาม,P2,2565/1,0
โรงเรียนธัญบุรี,อิสลาม,P3,2565/1,0
โรงเรียนธัญบุรี,อิสลาม,P4,2565/1,0
โรงเรียนธัญบุรี,อิสลาม,P5,2565/1,0
โรงเรียนธัญบุรี,อิสลาม,P6,2565/1,0
โรงเรียนธัญบุรี,อิสลาม,M2,2565/1,3
โรงเรียนธัญบุรี,อิสลาม,M3,2565/1,2
โรงเรียนธัญบุรี,อิสลาม,M4,2565/1,2
โรงเรียนธัญบุรี,อิสลาม,M5,2565/1,5
โรงเรียนธัญบุรี,อิสลาม,M6,2565/1,3
โรงเรียนธัญบุรี,อื่นๆ,P1,2565/1,0
โรงเรียนธัญบุรี,อื่นๆ,P2,2565/1,0
โรงเรียนธัญบุรี,อื่นๆ,P3,2565/1,0
โรงเรียนธัญบุรี,อื่นๆ,P4,2565/1,0
โรงเรียนธัญบุรี,อื่นๆ,P5,2565/1,0
โรงเรียนธัญบุรี,อื่นๆ,P6,2565/1,0
โรงเรียนธัญบุรี,อื่นๆ,M2,2565/1,0
โรงเรียนธัญบุรี,อื่นๆ,M3,2565/1,1
โรงเรียนธัญบุรี,อื่นๆ,M4,2565/1,0
โรงเรียนธัญบุรี,อื่นๆ,M5,2565/1,0
โรงเรียนธัญบุรี,อื่นๆ,M6,2565/1,0
โรงเรียนหนองเสือวิทยาคม,คริสต์,P1,2565/1,0
โรงเรียนหนองเสือวิทยาคม,คริสต์,P2,2565/1,0
โรงเรียนหนองเสือวิทยาคม,คริสต์,P3,2565/1,0
โรงเรียนหนองเสือวิทยาคม,คริสต์,P4,2565/1,0
โรงเรียนหนองเสือวิทยาคม,คริสต์,P5,2565/1,0
โรงเรียนหนองเสือวิทยาคม,คริสต์,P6,2565/1,0
โรงเรียนหนองเสือวิทยาคม,คริสต์,M2,2565/1,0
โรงเรียนหนองเสือวิทยาคม,คริสต์,M3,2565/1,1
โรงเรียนหนองเสือวิทยาคม,คริสต์,M4,2565/1,0
โรงเรียนหนองเสือวิทยาคม,คริสต์,M5,2565/1,0
โรงเรียนหนองเสือวิทยาคม,คริสต์,M6,2565/1,0
โรงเรียนหนองเสือวิทยาคม,พุทธ,P1,2565/1,0
โรงเรียนหนองเสือวิทยาคม,พุทธ,P2,2565/1,0
โรงเรียนหนองเสือวิทยาคม,พุทธ,P3,2565/1,0
โรงเรียนหนองเสือวิทยาคม,พุทธ,P4,2565/1,0
โรงเรียนหนองเสือวิทยาคม,พุทธ,P5,2565/1,0
โรงเรียนหนองเสือวิทยาคม,พุทธ,P6,2565/1,0
โรงเรียนหนองเสือวิทยาคม,พุทธ,M2,2565/1,376
โรงเรียนหนองเสือวิทยาคม,พุทธ,M3,2565/1,332
โรงเรียนหนองเสือวิทยาคม,พุทธ,M4,2565/1,327
โรงเรียนหนองเสือวิทยาคม,พุทธ,M5,2565/1,305
โรงเรียนหนองเสือวิทยาคม,พุทธ,M6,2565/1,268
โรงเรียนหนองเสือวิทยาคม,อิสลาม,P1,2565/1,0
โรงเรียนหนองเสือวิทยาคม,อิสลาม,P2,2565/1,0
โรงเรียนหนองเสือวิทยาคม,อิสลาม,P3,2565/1,0
โรงเรียนหนองเสือวิทยาคม,อิสลาม,P4,2565/1,0
โรงเรียนหนองเสือวิทยาคม,อิสลาม,P5,2565/1,0
โรงเรียนหนองเสือวิทยาคม,อิสลาม,P6,2565/1,0
โรงเรียนหนองเสือวิทยาคม,อิสลาม,M2,2565/1,10
โรงเรียนหนองเสือวิทยาคม,อิสลาม,M3,2565/1,4
โรงเรียนหนองเสือวิทยาคม,อิสลาม,M4,2565/1,3
โรงเรียนหนองเสือวิทยาคม,อิสลาม,M5,2565/1,6
โรงเรียนหนองเสือวิทยาคม,อิสลาม,M6,2565/1,6
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,คริสต์,P1,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,คริสต์,P2,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,คริสต์,P3,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,คริสต์,P4,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,คริสต์,P5,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,คริสต์,P6,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,คริสต์,M2,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,คริสต์,M3,2565/1,2
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,คริสต์,M4,2565/1,1
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,คริสต์,M5,2565/1,6
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,คริสต์,M6,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,พุทธ,P1,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,พุทธ,P2,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,พุทธ,P3,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,พุทธ,P4,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,พุทธ,P5,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,พุทธ,P6,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,พุทธ,M2,2565/1,450
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,พุทธ,M3,2565/1,423
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,พุทธ,M4,2565/1,387
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,พุทธ,M5,2565/1,396
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,พุทธ,M6,2565/1,399
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,อิสลาม,P1,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,อิสลาม,P2,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,อิสลาม,P3,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,อิสลาม,P4,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,อิสลาม,P5,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,อิสลาม,P6,2565/1,0
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,อิสลาม,M2,2565/1,34
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,อิสลาม,M3,2565/1,21
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,อิสลาม,M4,2565/1,21
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,อิสลาม,M5,2565/1,18
โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ปทุมธานี,อิสลาม,M6,2565/1,18
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,คริสต์,P1,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,คริสต์,P2,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,คริสต์,P3,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,คริสต์,P4,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,คริสต์,P5,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,คริสต์,P6,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,คริสต์,M2,2565/1,3
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,คริสต์,M3,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,คริสต์,M4,2565/1,3
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,คริสต์,M5,2565/1,2
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,คริสต์,M6,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,พุทธ,P1,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,พุทธ,P2,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,พุทธ,P3,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,พุทธ,P4,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,พุทธ,P5,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,พุทธ,P6,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,พุทธ,M2,2565/1,127
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,พุทธ,M3,2565/1,91
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,พุทธ,M4,2565/1,107
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,พุทธ,M5,2565/1,127
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,พุทธ,M6,2565/1,122
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,อิสลาม,P1,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,อิสลาม,P2,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,อิสลาม,P3,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,อิสลาม,P4,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,อิสลาม,P5,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,อิสลาม,P6,2565/1,0
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,อิสลาม,M2,2565/1,46
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,อิสลาม,M3,2565/1,36
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,อิสลาม,M4,2565/1,30
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,อิสลาม,M5,2565/1,34
โรงเรียนเทพศิรินทร์คลองสิบสาม ปทุมธานี,อิสลาม,M6,2565/1,34
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,คริสต์,P1,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,คริสต์,P2,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,คริสต์,P3,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,คริสต์,P4,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,คริสต์,P5,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,คริสต์,P6,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,คริสต์,M2,2565/1,4
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,คริสต์,M3,2565/1,1
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,คริสต์,M4,2565/1,5
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,คริสต์,M5,2565/1,7
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,คริสต์,M6,2565/1,4
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,พุทธ,P1,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,พุทธ,P2,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,พุทธ,P3,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,พุทธ,P4,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,พุทธ,P5,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,พุทธ,P6,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,พุทธ,M2,2565/1,339
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,พุทธ,M3,2565/1,350
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,พุทธ,M4,2565/1,317
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,พุทธ,M5,2565/1,316
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,พุทธ,M6,2565/1,342
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อิสลาม,P1,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อิสลาม,P2,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อิสลาม,P3,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อิสลาม,P4,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อิสลาม,P5,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อิสลาม,P6,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อิสลาม,M2,2565/1,29
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อิสลาม,M3,2565/1,19
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อิสลาม,M4,2565/1,41
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อิสลาม,M5,2565/1,25
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อิสลาม,M6,2565/1,28
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อื่นๆ,P1,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อื่นๆ,P2,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อื่นๆ,P3,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อื่นๆ,P4,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อื่นๆ,P5,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อื่นๆ,P6,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อื่นๆ,M2,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อื่นๆ,M3,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อื่นๆ,M4,2565/1,2
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อื่นๆ,M5,2565/1,0
โรงเรียนนวมินทราชินูทิศ สวนกุหลาบวิทยาลัย ปทุมธานี,อื่นๆ,M6,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,คริสต์,P1,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,คริสต์,P2,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,คริสต์,P3,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,คริสต์,P4,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,คริสต์,P5,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,คริสต์,P6,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,คริสต์,M2,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,คริสต์,M3,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,คริสต์,M4,2565/1,1
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,คริสต์,M5,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,คริสต์,M6,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,พุทธ,P1,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,พุทธ,P2,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,พุทธ,P3,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,พุทธ,P4,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,พุทธ,P5,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,พุทธ,P6,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,พุทธ,M2,2565/1,120
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,พุทธ,M3,2565/1,93
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,พุทธ,M4,2565/1,80
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,พุทธ,M5,2565/1,122
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,พุทธ,M6,2565/1,102
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,อิสลาม,P1,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,อิสลาม,P2,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,อิสลาม,P3,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,อิสลาม,P4,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,อิสลาม,P5,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,อิสลาม,P6,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,อิสลาม,M2,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,อิสลาม,M3,2565/1,1
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,อิสลาม,M4,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,อิสลาม,M5,2565/1,0
โรงเรียนมัธยมสังคีตวิทยา กรุงเทพมหานคร,อิสลาม,M6,2565/1,0
